# pdb h1 h2 h3 l1 l2 l3
4y5v 46.3083529412 48.7281203008 45.59265625 56.1024489796 58.6683928571 46.5197590361
5y80 58.5178313253 43.2446969697 46.4489622642 none none none
2v17 11.8330232558 13.0616438356 10.6939506173 12.5647191011 12.9252173913 10.1716666667
5m76 none none none 36.4243333333 49.7528205128 33.7522619048
2a6i 19.8920253165 23.1484397163 26.3763207547 26.064494382 34.3405 19.1304411765
2a6j 14.5151898734 26.1486524823 25.2156603774 15.8563855422 30.9518333333 18.6042647059
2imm none none none 28.7078125 18.3135416667 12.4644
2imn none none none 27.1497619048 18.4083333333 12.2173333333
1v7m 36.0897560976 42.6605298013 30.2541176471 36.9964864865 34.1689130435 32.4114473684
3u46 70.0020987654 96.6666935484 69.5715577889 76.3485294118 58.5315909091 61.8658571429
5ldn 54.3598684211 55.9114173228 57.985 55.9072 74.4664912281 50.0526760563
1ejo 8.12679487179 13.9683870968 17.5006097561 18.8393162393 10.5730188679 10.8716901408
6mu8 61.6336842105 88.6197037037 61.5601801802 76.915625 69.6889473684 77.1280555556
1p7k 30.7354761905 29.7224647887 35.5714606742 38.7030379747 31.4257446809 31.6652702703
1sy6 15.1970786517 20.5608053691 13.1944791667 14.6015714286 15.9389795918 13.217012987
6mu6 50.7547368421 77.077037037 50.6730630631 64.6585416667 57.0001754386 57.8491666667
6mu7 42.4971578947 61.3222222222 42.0586486486 56.2405208333 45.7440350877 49.4102777778
5n88 15.5851898734 15.444379562 17.9743661972 none none none
6mu3 44.4791463415 49.3847244094 43.7052336449 57.6889772727 50.7845098039 46.8614285714
4wem 45.5669014085 29.9878688525 26.7643809524 none none none
4wen 62.2577777778 46.0541880342 45.4782524272 none none none
6ek2 46.4241573034 51.6507874016 40.3835106383 47.9108888889 49.1021818182 51.4814864865
4web 34.3563529412 45.5337226277 30.9209859155 48.1210852713 40.6061818182 36.1429113924
3duu 26.5786046512 29.9545637584 25.8191666667 35.9734285714 31.0636206897 29.0931428571
5i76 24.9825342466 27.2564224138 22.5382608696 27.9259509202 24.0296938776 20.5884507042
4ps4 45.618125 51.8774305556 42.8987755102 62.6949411765 42.8573913043 50.7586486486
5m7q 35.6105882353 31.7120325203 38.6483962264 none none none
3wfd 42.684 54.2040151515 47.5949206349 56.9881111111 42.8321568627 47.2206329114
3ks0 38.3841558442 39.785511811 37.0145238095 44.4451515152 42.5156862745 38.9294594595
4weu 62.2932432432 52.295234375 50.547 none none none
3esu 9.28793478261 10.187768595 8.04379310345 10.1043617021 10.356440678 9.0097260274
3nfp 55.7820454545 69.7986986301 52.8746 68.8731506849 56.0121276596 55.7345454545
3esv 17.332195122 17.8590977444 22.8520731707 18.2354545455 14.925 15.9275714286
6muf 80.132375 62.1823809524 44.1155502392 40.5594936709 52.3907017544 39.505
6mug 40.6946315789 72.123037037 33.6635135135 51.204375 40.3338596491 52.7344444444
6mub 54.4569512195 51.2334645669 58.6693457944 54.3955681818 48.331372549 49.1648571429
3u4e 31.7134210526 41.9974157303 40.6752512563 44.8584916201 41.8608181818 42.0700558659
2zpk 27.752972973 27.6630215827 26.2666666667 28.1737373737 27.8794230769 27.7788095238
3u4b 60.472962963 72.645483871 63.9557286432 78.2032352941 71.6615909091 63.2631428571
4z0x 73.083381295 23.355078125 24.2159872611 18.8379375 24.2909009009 17.6285384615
1etz 13.4453333333 11.6371917808 17.4187919463 11.4884848485 15.0167307692 5.795
4s10 35.8448 44.1217355372 40.5802721088 none none none
4s11 35.4593333333 24.622892562 29.9472789116 none none none
3wii 28.4231460674 32.8280740741 29.865106383 28.6344318182 27.4725 23.0553731343
3wih 22.8911235955 29.358962963 21.5917021277 33.8042045455 28.2765 26.9846268657
5lbs 27.9398780488 36.5677966102 21.4693277311 25.9107317073 26.8928571429 18.3239583333
5w6g 65.6057731959 64.9879850746 59.5696183206 67.8684848485 70.481509434 61.7453932584
3umt 26.6927848101 29.6815315315 20.7476470588 28.6572839506 27.0804347826 22.1735820896
5w6c 16.1665909091 18.6752713178 16.7669924812 16.2482105263 19.8438 15.8839772727
4xc1 32.3746376812 28.5016793893 37.3221929825 34.3702325581 31.5375555556 25.465
3tcl 30.2960493827 37.6532258065 32.7270854271 39.294040404 35.6677272727 30.6128571429
5ilt 59.1945185185 61.1931308411 96.5658471761 59.8841401274 67.1402247191 57.5167938931
2g60 25.5039506173 29.6847826087 32.2483673469 45.4499186992 40.0145614035 29.8742857143
5epm 15.6934444444 21.4478169014 14.8941489362 22.9549606299 18.4360344828 15.6559722222
4k3g none none none 35.7713186813 26.827 24.216119403
4k3d 38.8363235294 43.6292727273 61.2210838446 46.4930952381 47.6617021277 44.3509859155
4k3e 85.2630434783 52.7102777778 63.9000904977 51.4886904762 62.0185106383 45.9783098592
1sm3 12.3107865169 10.8037583893 13.3864583333 15.0246464646 20.5586 14.8898809524
4k3j 47.7738461538 53.5844604317 46.3373333333 45.8840298507 46.9051724138 39.5316091954
1l7t 31.277654321 23.678 27.5375308642 57.3594488189 37.95734375 35.7545454545
6cwk 27.8326582278 29.3598666667 23.5973431734 none none none
1vpo 41.6864197531 47.7495454545 36.3841975309 55.6907086614 42.1821875 42.4178787879
5acl none none none 17.6454081633 18.7903508772 29.6320779221
5u6a 20.4698823529 18.0542028986 28.2476666667 16.7548717949 17.395 14.0908
6cwg 80.1825925926 83.3700806452 71.7399310345 none none none
6ewb 54.4486956522 57.6737931034 47.4836842105 46.5104054054 42.9930909091 51.505
4s1q 38.8531927711 45.5195419847 68.6757954545 74.1201052632 63.2502739726 47.3203614458
3q3g 52.8065882353 53.6752142857 50.9548148148 67.903649635 67.87 60.8064634146
4xcn 47.592173913 38.85528 45.2805208333 40.4004651163 40.5255555556 39.7772857143
5dd3 49.9921686747 52.5694488189 38.1491194969 23.8111363636 24.7346808511 23.8231506849
5dd1 77.449205298 79.1424596774 52.0336 35.8397126437 47.7686046512 35.3736986301
5dd0 31.0641721854 24.7116129032 34.063 22.4047701149 32.9206976744 20.9320547945
4xce 83.8534782609 85.2134375 72.38944 61.2051219512 55.128 67.6592307692
5dd6 37.3615662651 53.6780314961 44.1671111111 37.8308045977 21.8918604651 35.3368493151
5dd5 22.3886746988 24.298984375 23.9756603774 23.8831764706 25.2404081633 19.3729166667
4xcf 27.4008695652 22.0922900763 23.8616304348 24.381744186 24.3524444444 18.5714285714
6a77 42.92525 50.1035772358 43.1233928571 50.9498684211 41.5139130435 42.3307142857
4cni 20.8141573034 17.2666666667 15.9867088608 15.7027272727 19.7032 11.3186111111
4r26 60.3138271605 40.0773076923 44.2636792453 42.6256962025 30.7470175439 37.1366346154
4ris 30.4923809524 33.6306716418 27.8757142857 22.5082105263 23.6815517241 32.5797297297
4rir 18.0303571429 22.4144776119 21.792987013 21.7877894737 20.0318965517 14.8909459459
5d70 30.1029885057 29.76704 28.706 30.0459036145 none 26.6093939394
5u64 23.1774452555 19.4996484375 15.1291272727 none none none
5bjz 32.0943835616 26.0395384615 28.6806976744 36.4795652174 30.4348979592 26.2902777778
6cw2 81.3766666667 77.5732824427 66.1155913978 61.9991044776 66.6451020408 61.0172727273
6cw3 55.2381707317 53.1731617647 52.7836585366 75.4117391304 54.9073469388 42.5006944444
4bel 22.0480821918 22.9136206897 39.586 none none none
2vxt 15.6572527473 16.6579861111 19.1764705882 17.3261627907 17.5210869565 15.4020833333
2vxu 50.7761538462 53.9961111111 46.0673529412 51.9804651163 50.9667391304 50.7131944444
2vxv 13.9208641975 16.4964748201 16.4781 16.5532051282 16.6102083333 14.1094318182
2vxq 29.53 29.5026666667 23.7096825397 24.0101075269 25.8597777778 22.6585294118
2vxs 33.2826315789 35.5297345133 34.4642253521 38.1095049505 43.6351851852 35.3422666667
2hwz 23.7615584416 26.2918309859 17.467752809 41.8944303797 35.183877551 32.1366197183
5hvf 58.5792537313 52.779245283 47.2005660377 none none none
3u30 22.05125 27.2931932773 22.4430107527 29.0115789474 21.7507017544 27.1643661972
5sx5 60.4326666667 53.5099236641 44.2857971014 33.7573563218 36.762745098 35.8732894737
3hc4 16.41 18.8923776224 16.328125 16.1030263158 15.6048275862 15.7567073171
3hc0 23.4996666667 31.8528082192 18.0806349206 22.0806578947 15.6577586207 20.436097561
1op9 12.6366037736 13.17944 12.235785124 none none none
4kxz 62.4005333333 47.3330534351 36.9373493976 50.6123255814 34.9879545455 38.4715492958
5bvj 17.3073076923 19.2483098592 25.4938157895 26.0817721519 23.8810909091 18.7981428571
5ibt 37.406547619 43.3245522388 52.7524806202 54.5898850575 55.7809090909 43.0451351351
5ibu 26.2712359551 24.296640625 23.2665873016 22.6969565217 23.1416666667 20.1656164384
2omb none none none 47.6610638298 50.6072727273 42.6538461538
5bvp 38.9120512821 45.1234507042 30.7834210526 41.0973417722 36.3658181818 32.1122857143
2omn none none none 54.190106383 54.718 49.2569230769
5b71 35.6963636364 35.2912698413 29.7458333333 36.7124637681 37.6769767442 31.4847126437
4ong 24.2414285714 29.995984252 33.9590322581 41.0169672131 40.2315384615 28.187875
4onf 21.5293506494 24.8481102362 23.1505952381 24.0324590164 19.08 19.1255
6cez 68.4964788732 66.54248 61.2741666667 62.2360784314 56.3579069767 58.86125
5jxa 27.9664457831 29.7593594306 20.382047619 21.5599224806 26.1654716981 16.9279775281
1jp5 32.24008 29.6295901639 17.827254902 34.537890625 29.3917241379 19.2809722222
5jxe 48.9312903226 47.573255814 54.7135576923 72.9738938053 66.2388888889 56.4536486486
5ff6 29.5618181818 30.862983871 26.5410891089 29.3206097561 28.6157692308 24.6868831169
4xml 38.1606976744 37.3661290323 61.8736065574 56.7491472868 49.8257446809 46.4046969697
5xj4 33.8045555556 31.26 27.1426262626 30.0377173913 34.3547916667 21.7432894737
5bv7 34.8431325301 30.8738518519 34.943 40.5774712644 46.8713207547 33.065862069
4xmp 26.8223636364 39.2471428571 48.905 46.1571573604 45.8752173913 26.6494444444
2vl5 27.2137078652 32.6869285714 34.0658024691 31.6806896552 31.0420754717 31.8030666667
1fvc 31.7372941176 34.7147826087 36.2635555556 27.6273076923 18.0387037037 22.2086666667
2xwt 15.7293670886 17.8223134328 14.7167708333 16.4425287356 19.0347368421 18.0343902439
1ai1 27.3310576923 19.6726923077 23.1703960396 22.6105932203 25.3828 15.0518055556
2bse 23.3964556962 25.2020289855 26.5049074074 none none none
2nyy 10.9256382979 6.31587301587 6.09916666667 6.36915254237 8.57037037037 7.1676056338
3gje 49.9137037037 50.0001851852 64.4792771084 49.2839805825 40.1472727273 43.7414285714
3gjf 32.0704938272 28.0966666667 26.3290361446 25.1168932039 30.3178181818 23.2927272727
1x9q 13.8415730337 15.8235329341 13.8601785714 14.020106383 15.1571875 13.7144444444
5ds8 39.0001298701 37.6764122137 53.1275238095 47.921 42.5654545455 41.8817977528
3ru8 31.9465909091 37.7347260274 36.3243046358 40.1509090909 32.2084782609 33.5263235294
3se9 40.6844210526 35.0903597122 41.0225 42.3331967213 47.6906862745 36.1995454545
3se8 50.9392215569 46.8852313167 50.5728571429 45.8462790698 47.4251886792 36.4441573034
6bqb 26.7118791946 25.5829501916 22.321576087 33.855 20.6224770642 20.6725517241
5vsh 28.8871084337 19.2554761905 17.3629885057 26.6345945946 27.1984745763 18.81125
5j1t 32.6468 26.4861818182 26.244789916 none none none
5j1s 33.0282666667 30.8808181818 34.5796638655 none none none
2ny7 41.4878409091 57.7914383562 47.0667549669 60.4791836735 46.885106383 51.7030882353
2ny6 38.4325882353 45.5840740741 41.6766233766 44.6485714286 39.8168888889 40.5299038462
5vpg 20.4435555556 23.8631451613 21.3196153846 17.2464044944 21.7582758621 16.5618072289
2ny4 21.1169411765 24.9225185185 22.012987013 27.5681818182 26.2602222222 21.8728846154
3v0w 15.9453488372 15.9707586207 21.2244 17.270989011 21.5424528302 14.8152054795
2ny2 17.9587058824 22.1844444444 18.2079220779 28.4514285714 25.4342222222 20.0167307692
2ny1 19.6192941176 24.5451111111 21.2563636364 26.5635064935 25.2206666667 19.3721153846
2ny0 32.2422352941 36.5873333333 34.2707792208 40.5684415584 40.0544444444 33.6103846154
5vpl 26.6295555556 27.8180833333 24.1105769231 23.451011236 28.6470689655 21.606746988
2r8s 32.5583544304 41.945 25.2161290323 37.4415068493 31.7559183673 34.7991428571
3o11 66.7246428571 85.5480487805 69.9232876712 74.3580555556 65.5936 79.9533823529
5vph 40.888 49.9214516129 41.7706730769 49.2896629213 44.2548275862 45.2497590361
3ze0 131.024037267 133.099259259 104.651547619 129.71056338 105.720970874 112.64557047
3v0a 96.1248051948 100.549818182 95.8419101124 none none none
4bjl none none none 38.3051764706 37.9050943396 47.862345679
1aif 33.038988764 25.5101324503 24.3544086022 18.0171084337 12.7159090909 17.0395238095
3ngb 88.5713580247 78.48 91.8107476636 132.5875 108.523863636 86.7984
5y11 20.3141860465 27.8947368421 21.8878333333 31.0711688312 21.6908888889 33.5665591398
4ebq 26.2046875 33.4835294118 27.2664210526 34.2659459459 32.7545833333 28.8402531646
4grw 39.348 51.3499242424 36.9225454545 none none none
5j13 44.5152795031 51.8192366412 48.1984615385 63.6413103448 62.0576041667 59.1555828221
1lo2 22.3266666667 16.5521311475 15.83 16.282195122 16.4434482759 15.83
1lo3 32.5882716049 29.5468852459 28.5112643678 29.1140650407 29.7701724138 26.9515492958
1lo0 23.7722222222 21.1972131148 20.2498850575 20.6987804878 21.6917241379 17.4576056338
1lo4 27.3432051282 28.7122689076 28.1672619048 26.6531538462 29.4261818182 23.5454054054
5th2 32.4101298701 33.8281451613 29.7898019802 32.0874390244 31.3511538462 26.3424675325
4npy 29.4129487179 29.3119083969 46.526372093 38.687972973 26.4035185185 50.8153921569
3ijy 40.7395348837 37.5016107383 44.7066666667 57.2940145985 48.3456896552 40.1443939394
2a6d 27.003164557 31.7824087591 23.7547169811 25.7006741573 28.4355 19.4873529412
3ijs 23.2544186047 23.1302684564 25.1835772358 29.7379562044 22.4301724138 20.395
5i4f 17.8727380952 26.3278417266 16.4032941176 17.9898850575 25.0950769231 16.5052439024
6mtn 48.3637894737 70.3902222222 47.2085585586 61.3670833333 56.3992982456 58.185
2ibz 75.2290322581 91.1737007874 68.3503703704 111.814444444 89.5166101695 98.7578823529
5wnb 48.6032926829 43.0933043478 39.44944 44.1689473684 34.0486792453 34.1592307692
6mtj 38.2248421053 60.5541481481 37.5677477477 49.6139583333 41.5063157895 45.0701388889
5wna 49.2111764706 40.7077966102 49.4857024793 48.8757894737 44.311509434 43.6588461538
1uz6 55.6329761905 59.6975757576 61.0646376812 58.6466412214 54.0956 51.7193243243
5cma 101.347411765 99.6041428571 84.9011688312 96.7658426966 86.6382692308 96.8687142857
4np4 58.1133333333 66.6253333333 52.0061363636 65.7188505747 60.3704545455 59.5159459459
2bjm 32.9042857143 31.9318656716 55.8679464286 11.5607070707 18.2454 10.9330769231
6bck 32.1084615385 32.6869784173 38.016474359 60.1273684211 53.3511666667 40.3942222222
1cgs 10.2813043478 6.14576642336 15.3521428571 8.66661417323 11.3265 7.92913043478
6ejm 32.9948809524 25.2255555556 27.881372549 33.6815730337 25.3013333333 23.9443478261
3bjl none none none 26.0481176471 28.8469811321 27.7024691358
1kyo 69.1101075269 79.7462204724 63.575 99.3973333333 78.1259322034 89.8287058824
6ejg 43.3736585366 38.4498473282 45.7584146341 43.6167058824 38.3606557377 42.9837837838
4nbx 20.4158666667 28.4106666667 25.7269354839 none none none
4nby 27.3088 30.6513333333 26.9556451613 none none none
4nbz 38.246744186 28.2025619835 32.6988721805 none none none
3eba 17.7111320755 23.611557377 22.3582644628 none none none
1eap 15.2192307692 21.6748920863 25.4103529412 30.625862069 20.9561818182 25.6176
4kdt 56.4540506329 53.1552238806 55.9579333333 none none none
3t2n 45.9794186047 49.4584328358 31.3315625 44.9048484848 40.7501851852 40.7557317073
5wn9 34.0959863946 41.6304477612 38.3187745098 34.8680254777 32.5301724138 30.5988435374
3idx 89.8982758621 105.053428571 100.062384106 97.0388043478 103.208571429 98.4361728395
4jn1 24.3394805195 34.3391304348 29.2497580645 27.5154961832 27.9178846154 24.4993333333
4jn2 20.7505194805 25.6114782609 21.4087903226 23.3964122137 23.6467307692 18.0894666667
2g5b 32.3918072289 46.0544 43.4787155963 53.0302142857 42.7315517241 37.3658571429
4rnr 144.228265306 135.884765625 99.6117948718 106.219405941 101.394736842 105.815609756
4dn4 53.9117647059 40.8339534884 33.3354761905 42.5602272727 50.0304166667 29.3588888889
3fzu 29.6197297297 27.04390625 27.7910869565 37.3606122449 28.9429787234 30.4662162162
4dn3 78.3704411765 64.7913178295 38.0457142857 35.2754545455 24.066875 31.1858888889
1ek3 none none none 14.5205511811 16.1364912281 11.9410526316
4kvc 14.4793793103 18.3746311475 29.6659217877 27.9288554217 29.602970297 23.0134586466
4d3c 82.1616666667 80.0035483871 66.3594117647 85.9650649351 79.6582608696 89.0438571429
5t1l 21.222987013 22.2826612903 20.4286138614 22.9236585366 20.2961538462 18.6048051948
5t1m 27.7306493506 29.737983871 22.7610891089 34.207195122 32.3409615385 23.817012987
2vyr 17.9614285714 19.8030232558 19.4006976744 none none none
5t1k 20.9854545455 23.3785483871 19.8124752475 22.3063414634 21.5532692308 18.0025974026
1p84 76.5443010753 93.6031496063 73.2725925926 113.171444444 90.0611864407 102.771411765
2xkn 14.8844444444 14.6291935484 15.5856 19.5882022472 16.6385 12.19
5awn 19.2568131868 17.2014615385 23.7704458599 16.4011650485 15.6948214286 25.8196341463
2a1w 39.0476829268 40.816097561 63.5404 35.6580952381 37.9389655172 35.6467105263
6mft 56.9166037736 55.3984920635 69.6686910995 71.8862111801 74.8707368421 53.6917777778
1bog 39.925505618 37.1653658537 38.64 47.8604705882 43.5545762712 38.3073076923
2zch 28.3135227273 39.8701550388 30.8476 34.7406086957 31.301627907 28.5818666667
5omn 61.9097333333 70.5916666667 62.6727777778 none none none
5omm 36.1512195122 54.3993069307 23.0658333333 none none none
6ev2 53.4261538462 56.3202054795 56.7086764706 54.2568055556 51.8459183673 49.2176712329
5kmv 72.8149333333 81.5780327869 63.8895833333 66.370078125 58.9382758621 61.4190410959
25c8 22.7907058824 31.7177443609 29.8533333333 23.9120987654 26.0313043478 24.2251190476
1for 33.81 33.6741791045 22.2367073171 20.0712 11.4195555556 24.8169333333
4fnl 40.1869724771 42.5880172414 41.4204891304 31.985326087 38.8072727273 30.7202666667
1f4y 22.6335802469 27.464 21.3024657534 27.2318811881 25.9146938776 23.542125
4xrc 55.48 53.127421875 43.6468181818 51.57 55.6501754386 49.5616666667
6cdp 58.6777272727 59.6940601504 56.9729333333 65.5447244094 62.8825 56.5508
1f4x 37.7020987654 39.28 36.252739726 46.9894736842 38.5381632653 40.445
4l5f 51.963908046 56.554028777 43.6831081081 52.1336904762 46.7353703704 46.491884058
1f6l none none none 48.4424444444 52.1484313725 50.3638961039
3ntc 31.1018543046 37.7420472441 39.513984375 38.0435249042 37.0834782609 24.6047297297
